architect_id,architectJa,architectEn,slug
4703,内井昭蔵研究室＋内井昭蔵建築設計事務所京都研究所,U. P. S. S. UCHII STUDIO + SHOZO UCHII ARCHITECTS KYOTO-STUDIO,u-p-s-s-uchii-studio-shozo-uchii-architects-kyoto-studio
4707,愛媛県土木部道路都市局建築住宅課＋日建設計,NIKKEN SEKKEI,nikken-sekkei-4707
4709,日本設計＋大林組,"NIHON SEKKEI, OBAYASHI CORPORATION",nihon-sekkei-obayashi-corporation-4709
4714,クニオ・クドー・アソシエイツ,KUNIO KUDO ASSOCIATES,kunio-kudo-associates
4722,今村雅樹アーキテクツ,MASAKI IMAMURA ARCHITECTS,masaki-imamura-architects
4730,好川忠延建築設計事務所,T. YOSHIKAWA ARCHITECTS & ASSOCIATES,t-yoshikawa-architects-associates
4731,長島一道＋鈴木孝紀／HAL,HAL ARCHITECTS,hal-architects-4731
4733,山梨ITセンター設計共同企業体＋白江建築研究所,SHIRAE ASSOCIATES,shirae-associates
4735,佐藤総合計画＋浦添市庁舎設計共同企業体,AXS SATOW INC. + URASOE CITY HALL SEKKEI JV,axs-satow-inc-urasoe-city-hall-sekkei-jv
4738,堀場弘＋工藤和美／シーラカンスK＆H,COELACANTH K&H ARCHITECTS,coelacanth-k-h-architects-4738
4740,ポール・シュメトフ＋匠明,PAUL CHEMETOV + SHOMEI,paul-chemetov-shomei
4742,中冶環境造形顧問有限公司＋内藤廣建築設計事務所,LEF. LABORATORY FOR ENVIRONMENT & FORM + NAITO ARCHITECT & ASSOCIATES,lef-laboratory-for-environment-form-naito-architect-associates
4744,武田光史建築デザイン事務所＋創建・設計事務所,KOJI TAKEDA & ASSOCIATES + SOKEN ARCHITECTURE & DEVELOPMENT,koji-takeda-associates-soken-architecture-development
4745,日建設計＋観光企画設計社＋都市未来ふくおか＋西日本技術開発設計共同企業体日本設計,"NIKKEN SEKKEI. KANKO KIKAKU SEKKEISHA. RENEWAL, FUKUOKA - WEST JAPAN ENGINEERING CONSULTANTS NIHON SEKKEI",nikken-sekkei-kanko-kikaku-sekkeisha-renewal-fukuoka-west-japan-engineering-consultants-n-nihon-sekkei
4748,藤江和子アトリエ,FUJIE KAZUKO ATELIER,fujie-kazuko-atelier
4750,早稲田大学入江正之研究室,MASAYUKI IRIE LABORATORY OF WASEDA UNIVERSITY,masayuki-irie-laboratory-of-waseda-university
4758,大阪府建築都市部公共建築室＋空間研究所,OSAKA PREFECTURAL GOVERNMENT SPATIAL DESIGN STUDIO,osaka-prefectural-government-spatial-design-studio
4759,松永安光／近代建築研究所,YASUMITSU MATSUNAGA/MODERN ARCHITECTURE INSTITUTE,yasumitsu-matsunaga-modern-architecture-institute
4762,竹原義二／無有建築工房,MOO ARCHITECT WORKSHOP,moo-architect-workshop-4762
4763,EDH遠藤設計室＋池田昌弘建築研究所,ENDOH DESIGN HOUSE + MASAHIRO IKEDA ARCHITECTURE STUDIO,endoh-design-house-masahiro-ikeda-architecture-studio-4763
4764,西沢立衛建築設計事務所,OFFICE OF RYUE NISHIZAWA,office-of-ryue-nishizawa-4764
4765,ネオタイド建築計画,NEO TIDE ARCHITECTS INC.,neo-tide-architects-inc
4767,大分市土木建築部建築科＋内井昭蔵＋内井昭蔵建築設計事務所,SHOZO UCHII+S.UCHII ARCHITECTS,shozo-uchii-s-uchii-architects-4767
4770,川久保玲＋カワサキ・タカオ・オフィス フューチュア・システムズ,"REI KAWAKUBO/TAKAO KAWASAKI, FUTURE SYSTEMS",rei-kawakubo-takao-kawasaki-future-systems
4771,杉千春＋高橋真奈美／プラネットワークス,CHIHARU SUGI ＋ MANAMI TAKAHASHI / PLANNET WORKS,chiharu-sugi-manami-takahashi-plannet-works-4771
4772,納賀雄嗣／一色建築設計事務所,ISSIKI ARCHITECTS & PARTNERS,issiki-architects-partners-4772
4777,建設省近畿地方建設局営繕部 日建設計,"Nikken sekkei, ministry of construction, kinki regional construction bureau, repair department",nikken-sekkei-ministry-of-construction-kinki-regional-construction-bureau-repair-department
4779,アンドレ・ヴォジャンスキー＋アラン・リシャール,"ANDRÉ WOGENSCKY, ALAIN RICHARD, HIROSHI HASEGAWA",andré-wogenscky-alain-richard-hiroshi-hasegawa
4780,平田建築設計事務所,TETSUO HIRATA/HIRATA ASSOCIATES,tetsuo-hirata-hirata-associates
4783,北川原温建築都市研究所＋伊藤建築事務所,ATSUSHI KITAGAWARA ARCHITECTS +110 ARCHITECT & ASSOCIATES,atsushi-kitagawara-architects-110-architect-associates
4789,リチャードロジャースパートナーシップジャパン,RICHARD ROGERS PARTNERSHIP JAPAN,richard-rogers-partnership-japan-4789
4793,新居千秋,CHIAKI ARAI ARCHITECT & ASSOCIATES,chiaki-arai-architect-associates-4793
4794,宇野享／C＋A（シーラカンス アンド アソシエイツ）,SUSUMU UNO/C+A,susumu-uno-c-a
4795,石田敏明＋石田敏明建築設計事務所,TOSHIAKI ISHIDA ARCHITECT & ASSOCIATES,toshiaki-ishida-architect-associates-4795
4796,アトリエ・ワン＋東京工業大学建築学科塚本研究室＋三村建築環境設計事務所,Atelier Bow-Wow+T.I.T. Tsukamoto Lab. + MALO Planning,atelier-bow-wow-t-i-t-tsukamoto-lab-malo-planning
4797,内藤廣／内藤廣建築設計事務所,NAITO ARCHITECT & ASSOCIATES,naito-architect-associates-4797
4799,建築都市診断協会(SCOA)／田中雅美・岩本弘光・白江龍三・宮崎均,"SHINDANKYOUKAI, MASAMI TANAKA + HIROMITSU IWAMOTO+RYUZO SHIRAE+HITOSHI MIYAZAKI",shindankyoukai-masami-tanaka-hiromitsu-iwamoto-ryuzo-shirae-hitoshi-miyazaki
4801,ジャン・ミッシェル・ヴィルモット　戸田建設,JEAN-MICHEL WILMOTTE/TODA CORPORATION,jean-michel-wilmotte-toda-corporation
4804,坂本昭・設計工房CASA　佐々木葉二,AKIRA SAKAMOTO ARCHITECT & ASSOCIATES + YOJI SASAKI,akira-sakamoto-architect-associates-yoji-sasaki
4806,矢板久明建築設計研究所,YAITA AND ASSOCIATES,yaita-and-associates
4812,高松伸＋高松伸建築設計事務所＋飛島建設建築本部,SHIN TAKAMATSU + SHIN TAKAMATSU ARCHITECT & ASSOCIATES/TOBISHIMA CORPORATION,shin-takamatsu-shin-takamatsu-architect-associates-tobishima-corporation
4813,黒川紀章＋オリエンタルコンサルタンツ,KISHO KUROKAMJA + ORIENTAL CONSULTANTS,kisho-kurokamja-oriental-consultants
4814,黒川紀章＋パシフィックコンサルタンツ中部本社,KISHO KUROKAWA + PACIFIC CONSULTANTS,kisho-kurokawa-pacific-consultants
4815,梓・MHS・HOK・三島設計共同企業体,AZUSA/MHS/HOK/MISHIMA DESIGN CONSORTIUM,azusa-mhs-hok-mishima-design-consortium
4816,大阪府建築都市部公共建築室＋坂倉建築研究所大阪事務所,OSAKA PREFECTURAL GOVERNMENT DEPARTMENT OF CONSTRUCTION AND URBAN DEVELOPMENT PUBLIC BUILDING OFFICE SAKAKURA ASSOCIATES ARCHITECTS AND ENGINEERS,osaka-prefectural-government-department-of-construction-n-and-urban-development-public-building-office-sakakura-associates-architects-and-engineers
4818,狩野建築研究所,KANO ARCHITECTURAL WORKSHOP,kano-architectural-workshop
4821,荒井和征＋空間設計,KAZUYUKI ARAI + KUKAN SEKKEI,kazuyuki-arai-kukan-sekkei
4822,東京藝術大学施設課＋六角鬼丈 日本設計,KIJO ROKKAKU,kijo-rokkaku
4825,建設省関東地方建設局営繕部＋安井建築設計事務所,"MINISTRY OF CONSTRUCTION,KANTO DIVISION CONSTRUCTION BUREAU YASUI ARCHITECTS & ENGINEERS",ministry-of-construction-kanto-division-construction-bureau-yasui-architects-engineers
4827,レーモンド設計事務所,RAYMOND ARCHITECTURAL DESIGN OFFICE， INC.,raymond-architectural-design-office-inc
4829,文化財保存計画協会＋広瀬鎌二,PLANNING INSTITUTE FOR CONSERVATION OF CULTURAL PROPERTIES+KENJI HIROSE,planning-institute-for-conservation-of-cultural-properties-kenji-hirose
4830,アンリ・ゲイダン＋金子文子／c.r.c,"CIEL ROUGE CREATION,HENRI GUEYDAN+FUMIKO KANEKO",ciel-rouge-creation-henri-gueydan-fumiko-kaneko
4831,teonks,teonks,teonks
4832,吉村靖孝＋吉村英孝＋渡辺佐和子,YASUTAKA YOSHIMURA+HIDETAKA YOSHIMURA+SAWAKO WATANABE/MOM,yasutaka-yoshimura-hidetaka-yoshimura-sawako-watanabe-mom
4834,クラインダイサムアーキテクツ,KLEINI DYTHAM ARCHITECTURE,kleini-dytham-architecture
4835,鈴木恂・古谷誠章＋早稲田大学新研究棟設計室,"MAKOTO SUZUKI・NOBUAKI FURUYA + CAMPUS PLANNING ROOM,WASEDA UNIV.",makoto-suzuki-nobuaki-furuya-campus-planning-room-waseda-univ-4835
4840,岡部憲明アーキテクチャーネットワーク,NORIAKI OKABE ARCHITECTURE NETWORK,noriaki-okabe-architecture-network-4840
4841,宇野享＋伊藤恭行／C＋A,SUSUMU UNO + YASUYUKI ITC/C+A,susumu-uno-yasuyuki-itc-c-a
4842,山本良介アトリエ,YAMAMOTO RYOSUKE ATELIER,yamamoto-ryosuke-atelier
4844,大江匡／PLANTEC＋向井建築事務所,TADASU OHE/PLANTEC+MUKAI ARCHITECTURE ASSOCIATES,tadasu-ohe-plantec-mukai-architecture-associates-4844
4845,レールシティ西開発　日建設計,"RAILCITY NISHIKAIHATSU,NIKKEN SEKKEI",railcity-nishikaihatsu-nikken-sekkei
4846,日建設計　大林組,"NIKKEN SEKKEI,OBAYASHI CORPORATION",nikken-sekkei-obayashi-corporation
4848,ユニ・プランナーズ　三菱地所一級建築士事務所　丸の内設計室,UNI PLANNERS INC..　MITSUBISHI ESTATE CO..LTD..,uni-planners-inc-mitsubishi-estate-co-ltd
4850,河井事務所,KAWAI-ARCHITECT,kawai-architect
4851,東京大学施設部　東京大学工学部建築計画室,"FACILITIES MANAGEMENT OFFICE,THE UNIVERSITY OF TOKYO　ARCHITECTURAL PLANNING STUDIO,THE FACULTY OF ENGINEERING,THE UNIVERSITY OF TOKYO",facilities-management-office-the-university-of-tokyo-architectural-planning-studio-the-faculty-of-engineering-the-university-of-tokyo
4852,アトリエ・ワン＋東京工業大学塚本研究室,ATELIER BOW-WOW＋TOKYO INSTITUTE OF TECHNOLOGY TSUKAMOTO LABORATORY,atelier-bow-wow-tokyo-institute-of-technology-tsukamoto-laboratory
4853,デザイン・ヌーブ,DESIGN NEUOB,design-neuob-4853
4854,野田俊太郎／人・空間研究所,JIN ARCHITECTS & ASSOCIATES,jin-architects-associates
4855,宇野求＋フェイズアソシエイツ,MOTOMU UNO+PHASE ASSOCIATES,motomu-uno-phase-associates
4869,小泉雅生／C＋A,MASAO KOIZUMI/ C+A,masao-koizumi-c-a-4869
4872,三上晴久 三上建築事務所,HARUHISA MIKAMI + MIKAMI ARCHITECTS,haruhisa-mikami-mikami-architects
4875,谷内田章夫 ワークショップ,AKIO YACHIDA WORKSHOP,akio-yachida-workshop-4875
4876,渡瀬正記＋乾久美子＋マッキーナデザインラボラトリー,Masanori Watase + Kumiko Inui + Macchina Design Labolatory,masanori-watase-kumiko-inui-macchina-design-labolatory
4877,フューチュア・システムズ,FUTURE SYSTEMS,future-systems
4878,藤本晴美　押野見邦英＋寺田尚樹／ケーオーデザインスタジオ,"HARUMI FUJIMOTO　KUNIHIDE OSHINOMI+NAOKI TERADA,k/odesign studio",harumi-fujimoto-kunihide-oshinomi-naoki-terada-k-odesign-studio
4880,"青木淳建築計画事務所　LOUIS VUITTON MALLETIER,エイチアンドエー","JUN AOKI&ASSOCIATES　LOUIS VUITTON MALLETIER,H&A",jun-aoki-associates-louis-vuitton-malletier-h-a
4881,川原田康子 カワハラダヤスコ＋KwhDアーキテクツ,YASUKO KAWHARADA + KWHD ARCHITECTS,yasuko-kawharada-kwhd-architects
4882,聖建築研究所,HIJIRI ARCHITECTS INSTITUTE,hijiri-architects-institute
4883,平口泰夫建築研究室,STUDIO ARCH YASUO HIRAGUCHI,studio-arch-yasuo-hiraguchi
4887,竹原義二 無有建築工房,MOO ARCHITECT WORKSHOP,moo-architect-workshop-4887
4891,室伏次郎＋スタジオアルテック,MUROFUSHI JIROH/STUDIO ARTEC,murofushi-jiroh-studio-artec-4891
4892,大江匡＋PLANTEC,TADASU OHE/PLANTEC,tadasu-ohe-plantec
4895,黒川紀章建築都市設計事務所＋リチャード ロジャース パートナーシップ ジャパン,"KISYO KUROKAWA ARCHITECTS & ASSOCIATES,RICHARD ROGERS PARTNERSHIP JAPAN",kisyo-kurokawa-architects-associates-richard-rogers-partnership-japan
4897,八島正年＋高瀨夕子建築設計事務所,YASHIMA MASATOSHI + TAKASE YUKO Architect & Associates,yashima-masatoshi-takase-yuko-architect-associates
4898,木下道郎＋ワークショップ,WORKSHOP DG,workshop-dg
4899,北山恒＋architecture WORKSHOP,ARCHITECTURE WORKSHOP,architecture-workshop-4899
4901,志水正弘＋林公子,MASAHIRO SHIMIZU/KIMIKO HAYASHI MASAHIRO YOKOGAWA ARCHITECT&ASSOCIATES,masahiro-shimizu-kimiko-hayashi-masahiro-yokogawa-architect-associates
4902,竹原義二,YOSHIJI TAKEHARA/MOO ARCHITECT WORKSHOP,yoshiji-takehara-moo-architect-workshop
4903,河邊聰＋住友建設,SATOSHI KAWABE SUMITOMO CONSTRUCTION,satoshi-kawabe-sumitomo-construction
4907,宣卓,SON TAK/PLAN,son-tak-plan
4909,廣川明,Akira Hirokawa,akira-hirokawa
4911,藤木隆明＋F.A.D.S.,FUJIKI ARCHITECTURAL DESIGN STUDIO,fujiki-architectural-design-studio
4912,クライン ダイサム アーキテクツ,KLEIN DYTHAM ARCHITECTURE,klein-dytham-architecture
4913,安田博道＋環境デザイン・アトリエ,HIROMICHI YASUDA/ENVIRONMENT DESIGN・ATELIER,hiromichi-yasuda-environment-design-atelier
4916,若松信行＋六本木久志＋若松六本木,WAKAMATSU ROPPONGI & PARTNERS,wakamatsu-roppongi-partners-4916
4918,岡河貢＋PARADISUS Architects＋泉創建エンジニアリング,MITSUGU OKAGAWA/PARADEUS ARCHITECTS+IZUMISO-KEN ENGINEERING,mitsugu-okagawa-paradeus-architects-izumiso-ken-engineering
4919,長倉威彦,TAKEHIKO NAGAKURA,takehiko-nagakura
4921,小嶋一浩＋小泉雅生＋C＋A,KAZUHIRO KOJIMA + MASAO KOIZUMI/C+A,kazuhiro-kojima-masao-koizumi-c-a
4923,木下道郎／ワークショップ,MICHIO KINOSHITA / WORKSHOP,michio-kinoshita-workshop-4923
4924,手塚貴晴＋手塚由比／手塚建築研究所＋AOI設計,TEZUKA ARCHITECTS,tezuka-architects-4924
4925,更田邦彦＋岩岡竜夫＋岩下泰三,KUNIHIKO FUKEDA + TATSUO IWAOKA + TAIZO IWASHITA,kunihiko-fukeda-tatsuo-iwaoka-taizo-iwashita
4926,アデル・ノーデ・サントスアンドアソシエイツ サム建築研究所 T.I.S.＆PARTNERS,ADELE NAUDE SANTOS & ASSOCIATES　SAM・ARCHITECT & ASSOC.　T.I.S & PARTNERS,adele-naude-santos-associates-sam-architect-assoc-t-i-s-partners
4928,阪田誠造 KPF JRセントラルタワーズ共同設計室（大成建設・坂倉建築研究所・東海旅客鉄道）,TAISE CORPORATION・SAKAKURA ASSOCIATES・CENTRAL JAPAN RAILWAY COMPANY,taise-corporation-sakakura-associates-central-japan-railway-company
4932,山下設計＋マナ建築設計室,YAMASHITA SEKKEI + MANASArchitects & Associates,yamashita-sekkei-manasarchitects-associates
4934,稲塚二郎・都市・建築設計事務所,JIRO INAZAUKA & ASSOCIATES ARCHITECTS-PLANNERS,jiro-inazauka-associates-architects-planners
4937,坂本昭・設計工房CASA,AKIRA SAKAMOTO ARCHITECT & ASSOCIATES CASA,akira-sakamoto-architect-associates-casa
4938,世田谷区営繕課　ヘルム建築・都市コンサルタント,CITY OF SETAGAYA PUBLIC FACILITIES DIVISION HELM ARCHISHIP,city-of-setagaya-public-facilities-division-helm-archiship
4940,日本設計・東急設計コンサルタント設計共同企業体,NIHON SEKKEI・TOKYU SEKKEI CONSULTANT,nihon-sekkei-tokyu-sekkei-consultant
4941,三輪正弘／プランニングアソシエイツ,MASAHIRO MIWA/PLANNING ASSOCIATES.CORP.,masahiro-miwa-planning-associates-corp
4942,福村俊治＋team DREAM,SHUNJI FUKUMURA + team DREAM,shunji-fukumura-team-dream
4943,宮崎浩 ／プランツアソシエイツ,HIROSHI MIYAZAKI / PLANTS ASSOCIATES,hiroshi-miyazaki-plants-associates-4943
4944,工藤和美＋堀場弘／シーラカンスK&H,COELACANTH K&H ARCHITECTS,coelacanth-k-h-architects-4944
4945,新井清一／ARAI ARCHITECTS Kyoto Studio,KIYOKAZU ARAI/ARAI ARCHITECTS Kyoto Studio,kiyokazu-arai-arai-architects-kyoto-studio
4946,伊藤恭行＋宇野享／C＋A,YASUYUKI ITO + SUSUMU UNO/C+A,yasuyuki-ito-susumu-uno-c-a
4947,隈研吾建築都市設計事務所　安藤設計,"KENGO KUMA& ASSOCIATES,ANDO ARCHITECTURE DESIGN OFFICE",kengo-kuma-associates-ando-architecture-design-office
4948,山本・堀アーキテクツ,YAMAMOTO HORI ARCHITECTS,yamamoto-hori-architects
4949,鈴木孝紀＋長島一道／HAL,TAKANORI SUZUKI + KAZUMICHI NAGASHIMA/HAL ARCHITECTS,takanori-suzuki-kazumichi-nagashima-hal-architects-4949
4950,岸和郎＋K.ASSOCIATES／Architects,WARO KISHI+K.ASSOCIATES/ARCHITECTS,waro-kishi-k-associates-architects-4950
4952,磯崎新　妹島和世建築設計事務所　山清設計　ワークステーション　司設計　クック・アンド・ホーリィ・アーキテクツ　サニー建築設計　ディラー＋スコフィディオ　岬建築設計事務所　マーサ・シュワルツ,"ARATA ISOZAKI, Martha Schwartz, WORKSTATION TSUKASA SEKKEI, DILLER + SCOFIDIO, MISAKI DESIGN & ARCHITECTS OFFICE, COOK AND HAWLEY ARCHITECTS, SANNY ARCHITECTS OFFICE, KAZUYO SEJIMA & ASSOCIATES, YAMASEI SEKKEI",arata-isozaki-martha-schwartz-workstation-tsukasa-sekkei-diller-scofidio-misaki-design-architects-office-cook-and-hawley-architects-sanny-architects-office-kazuyo-sejima-associates-yamasei-sekkei
4953,大阪府建築都市部公共建築室 黒川・イプスタイン・アラップ共同企業体(代表 黒川紀章建築都市設計事務所),KISHO KUROKAWA ARCHITECT & ASSOCIATES,kisho-kurokawa-architect-associates-4953
4955,松村秀一,SYUITI MATUMURA,syuiti-matumura
4956,池田靖史建築計画事務所,IKEDA DESIGN STUDIO,ikeda-design-studio
4957,堀場弘＋工藤和美＋シーラカンスK＆H＋池田昌弘＋池田昌弘建築研究所,COELACANTH K&H ARCHITECTS　MASAHIRO IKEDA ARCHITECTURE STUDIO,coelacanth-k-h-architects-masahiro-ikeda-architecture-studio
4960,ばん設計小材事務所,BARN ARCHITECT & ASSOCIATES,barn-architect-associates
4961,古田真三建築設計,SHINZO FURUTA ASSOCIATES,shinzo-furuta-associates
4962,中村勝己建築設計事務所,KATSUMI NAKAMURA ARCHITECT AND ASSOCIATES,katsumi-nakamura-architect-and-associates
4963,石井大五＋フューチャースケープ建築設計事務所,DAIGO ISHII + FUTURE SCAPE ARCHITECTURE,daigo-ishii-future-scape-architecture
4964,八重樫直人＋ノルムナルオフィス,NAOTO YAEGASHI ＋ NORM NULL OFFICE,naoto-yaegashi-norm-null-office
4965,岡田哲史建築都市計画研究所,Satoshi Okada & atelier a+a,satoshi-okada-atelier-a-a
4967,丹下健三＋都市・建築設計研究所,KENZO TANGE ASSOCIATES,kenzo-tange-associates-4967
4969,針生・阿部共同アトリエ,HARYU + ABE ATELIER,haryu-abe-atelier
4970,SUDA設計室,SUDA ARCHITECTS,suda-architects
4972,東日本旅客鉄道東京工事事務所　JR東日本建築設計事務所　鈴木エドワード建築設計事務所,EAST JAPAN RAILWAY COMPANY TOKYO CONSTRUCTION OFFICE　JR EAST DESIGN CORPORATION　EDWARD SUZUKI ASSOCIATES,east-japan-railway-company-tokyo-construction-office-jr-east-design-corporation-edward-suzuki-associates
4973,日建設計(MAS・2000共同設計室),NIKKEN SEKKEI,nikken-sekkei-4973
4974,岐阜県基盤整備部公共建築課＋坂倉建築研究所・岬建築事務所共同企業体,GIFU PREFECTURE INFRASTRUCTURE DEVELOPMENT DEPARTMENT PUBLIC CONSTRUCTION DIVISION　SAKAKURA ASSOCIATES ARCHITECT & ENGINEERS+MISAKI DESIGN &ARCHITECTS OFFICE,gifu-prefecture-infrastructure-development-department-public-construction-division-sakakura-associates-architect-engineers-misaki-design-architects-office
